setup_id,fold,rank,sharpe_lb,sharpe_median,omega_ratio,support,annualized_return,volatility,max_drawdown,best_performing_ticker,entry_direction,first_trigger_date,last_trigger_date,chosen_tickers,chosen_horizons,num_selected_tickers,trades_count,sum_capital_allocated,sum_pnl_dollars,avg_pnl_per_trade_dollars,avg_pnl_per_trade_pct,portfolio_total_return_pct,portfolio_total_pnl_dollars_on_base,description,signal_ids
SETUP_0011,2,1,4.350790,8.645127,4.229855,65.000000,0.000000,0.492709,-0.136573,TSLA US Equity,long,2019-04-02,2021-06-30,"TSLA US Equity, JPM US Equity, AAPL US Equity, MSTR US Equity, AMD US Equity","{'TSLA US Equity': 10, 'JPM US Equity': 1, 'AAPL US Equity': 1, 'MSTR US Equity': 1, 'AMD US Equity': 1}",5,242,2420000.000000,38779.281433,160.244965,0.016024,1.704785,170478.483067,NDX Index_px_zscore_90d is_high AND NKE US Equity_iv_term_call3m_minus_rv21_z_60d is_low,"SIG_02183, SIG_01798"
SETUP_0010,2,1,3.918159,9.938554,4.247589,63.000000,0.000000,1.589219,-0.476651,PLTR US Equity,long,2020-03-02,2020-11-26,"PLTR US Equity, TSLA US Equity, AMD US Equity, GOOGL US Equity, AMZN US Equity","{'PLTR US Equity': 10, 'TSLA US Equity': 21, 'AMD US Equity': 1, 'GOOGL US Equity': 1, 'AMZN US Equity': 1}",5,237,2370000.000000,117953.501261,497.694098,0.049769,19.540837,1954083.730147,XAU Curncy_realized_vol_21d is_high AND SPX Index_realized_vol_21d is_high,"SIG_02598, SIG_02127"
SETUP_0012,2,1,3.339341,8.901778,3.319568,74.000000,0.000000,1.390931,-0.670817,TSLA US Equity,long,2019-03-22,2021-06-24,"PLTR US Equity, TSLA US Equity, MSFT US Equity, AMD US Equity, MSTR US Equity","{'PLTR US Equity': 21, 'TSLA US Equity': 21, 'MSFT US Equity': 1, 'AMD US Equity': 1, 'MSTR US Equity': 1}",5,231,2310000.000000,95336.491798,412.712086,0.041271,19.272360,1927236.021944,WMT US Equity_realized_vol_21d is_low AND NDX Index_px_zscore_90d is_high,"SIG_01846, SIG_02183"
SETUP_0013,3,1,15.600865,22.794151,15.157552,15.000000,0.000000,0.068823,-0.003620,BMY US Equity,long,2019-12-05,2021-12-13,"BMY US Equity, WMT US Equity, XLRE US Equity, XLE US Equity, XLP US Equity","{'BMY US Equity': 3, 'WMT US Equity': 5, 'XLRE US Equity': 1, 'XLE US Equity': 1, 'XLP US Equity': 3}",5,75,750000.000000,3708.428049,49.445707,0.004945,0.076645,7664.546311,XLRE US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d z_breakout_pos AND AAPL US Equity_vs_SPY US Equity_beta_px_60d_z_120d z_breakout_neg,"SIG_02640, SIG_02765"
SETUP_0014,3,1,12.430992,18.789641,12.623886,21.000000,0.000000,1.376909,-0.082885,MSTR US Equity,long,2019-07-30,2021-03-17,"MSTR US Equity, C US Equity, PLTR US Equity, XLE US Equity, JPM US Equity","{'MSTR US Equity': 21, 'C US Equity': 3, 'PLTR US Equity': 5, 'XLE US Equity': 3, 'JPM US Equity': 1}",5,103,1030000.000000,90507.728159,878.715807,0.087872,4.203870,420387.005623,XAU Curncy_realized_vol_21d is_high AND XLK US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_low,"SIG_02598, SIG_00125"
SETUP_0017,3,1,11.591220,17.900569,18.050038,33.000000,0.000000,2.307458,-0.118542,TSLA US Equity,long,2019-04-12,2021-06-02,"AMZN US Equity, MSTR US Equity, TSLA US Equity, PLTR US Equity, NKE US Equity","{'AMZN US Equity': 10, 'MSTR US Equity': 21, 'TSLA US Equity': 21, 'PLTR US Equity': 1, 'NKE US Equity': 10}",5,92,920000.000000,106386.234677,1156.372116,0.115637,41.408535,4140853.530343,BTC Index_realized_vol_21d z_breakout_pos AND XLP US Equity_pcr_ema5_z_30d is_low,"SIG_02109, SIG_00447"
SETUP_0015,3,1,10.969772,17.038345,133.918120,24.000000,0.000000,0.842984,-0.006125,PLTR US Equity,long,2020-11-06,2021-03-10,"MSTR US Equity, C US Equity, PLTR US Equity, AMD US Equity, XLE US Equity","{'MSTR US Equity': 3, 'C US Equity': 5, 'PLTR US Equity': 5, 'AMD US Equity': 3, 'XLE US Equity': 1}",5,120,1200000.000000,69679.522942,580.662691,0.058066,2.766069,276606.895017,JPM US Equity_turnover_minus_volume_z_60d is_high AND JPY Curncy_vol90d_regime_z_120d z_breakout_pos,"SIG_01239, SIG_02440"
SETUP_0016,3,1,7.594206,12.545196,25.759878,31.000000,0.000000,3.309143,-0.095458,MSTR US Equity,long,2019-07-19,2021-01-13,"NKE US Equity, TSLA US Equity, PLTR US Equity, MSTR US Equity, AMZN US Equity","{'NKE US Equity': 5, 'TSLA US Equity': 5, 'PLTR US Equity': 5, 'MSTR US Equity': 21, 'AMZN US Equity': 1}",5,84,840000.000000,109662.153279,1305.501825,0.130550,82.621950,8262195.020144,XAU Curncy_realized_vol_21d is_high AND MSTR US Equity_open_interest_call_pctchg_3d_z_60d is_high,"SIG_02598, SIG_01995"
SETUP_0018,3,1,6.644225,12.582107,8.498421,34.000000,0.000000,2.289282,-0.237890,MSTR US Equity,long,2019-05-01,2021-10-08,"MSTR US Equity, TSLA US Equity, NKE US Equity, C US Equity, PLTR US Equity","{'MSTR US Equity': 21, 'TSLA US Equity': 3, 'NKE US Equity': 1, 'C US Equity': 1, 'PLTR US Equity': 3}",5,110,1100000.000000,104924.518819,953.859262,0.095386,20.915369,2091536.938901,MSTR US Equity_open_interest_call_pctchg_3d_z_60d is_high AND JPM US Equity_turnover_minus_volume_z_60d is_high,"SIG_01995, SIG_01239"
SETUP_0020,3,1,6.033823,10.844788,5.309356,69.000000,0.000000,0.818934,-0.170944,TSLA US Equity,long,2019-02-21,2021-06-14,"TSLA US Equity, AMD US Equity, PLTR US Equity, C US Equity, MSTR US Equity","{'TSLA US Equity': 21, 'AMD US Equity': 1, 'PLTR US Equity': 3, 'C US Equity': 1, 'MSTR US Equity': 1}",5,276,2760000.000000,90077.760271,326.368697,0.032637,7.418652,741865.245722,XLK US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_low AND RTY Index_px_zscore_90d is_high,"SIG_00125, SIG_02243"
SETUP_0019,3,1,5.045344,10.003346,6.943123,41.000000,0.000000,0.706960,-0.085705,TSLA US Equity,long,2019-10-16,2021-10-25,"TSLA US Equity, AAPL US Equity, AMD US Equity, PLTR US Equity, XLK US Equity","{'TSLA US Equity': 21, 'AAPL US Equity': 1, 'AMD US Equity': 1, 'PLTR US Equity': 1, 'XLK US Equity': 1}",5,139,1390000.000000,48299.675735,347.479682,0.034748,2.148318,214831.776244,JPM US Equity_turnover_minus_volume_z_60d is_high AND JPM US Equity_pcr_ema5_z_30d is_low,"SIG_01239, SIG_01284"
SETUP_0022,4,1,15.329176,22.283077,22.657876,29.000000,0.000000,0.483916,-0.043029,TSLA US Equity,long,2020-01-28,2022-05-03,"TSLA US Equity, MSTR US Equity, PLTR US Equity, GOOGL US Equity, C US Equity","{'TSLA US Equity': 10, 'MSTR US Equity': 1, 'PLTR US Equity': 3, 'GOOGL US Equity': 3, 'C US Equity': 1}",5,114,1140000.000000,39769.419287,348.854555,0.034885,1.624688,162468.786405,NKE US Equity_oi_callput_skew_z_60d is_high AND RTY Index_px_trend_5_20_z_60d z_breakout_neg,"SIG_01817, SIG_02257"
SETUP_0021,4,1,11.073587,14.689572,588.387398,23.000000,0.000000,0.531149,-0.001201,PLTR US Equity,long,2019-08-01,2022-06-17,"PLTR US Equity, AMD US Equity, GOOGL US Equity, TSLA US Equity, LLY US Equity","{'PLTR US Equity': 5, 'AMD US Equity': 5, 'GOOGL US Equity': 3, 'TSLA US Equity': 5, 'LLY US Equity': 5}",5,73,730000.000000,22058.324132,302.168824,0.030217,0.990922,99092.170688,MSTR US Equity_news_pub_z_30d is_high AND EEM US Equity_oi_callput_skew_z_60d z_breakout_pos,"SIG_01937, SIG_02524"
SETUP_0024,4,1,9.880830,14.715972,14.769831,33.000000,0.000000,0.575236,-0.026931,PLTR US Equity,long,2019-08-08,2022-06-17,"PLTR US Equity, JPM US Equity, GOOGL US Equity, XLK US Equity, AAPL US Equity","{'PLTR US Equity': 5, 'JPM US Equity': 3, 'GOOGL US Equity': 1, 'XLK US Equity': 1, 'AAPL US Equity': 1}",5,100,1000000.000000,40813.317871,408.133179,0.040813,1.693941,169394.050445,EEM US Equity_oi_callput_skew_z_60d z_breakout_pos AND BMY US Equity_moneyness_tilt_call3m_minus_moneyness_z_60d is_low,"SIG_02524, SIG_01689"
SETUP_0025,4,1,9.448725,13.180006,11.379638,36.000000,0.000000,1.626781,-0.076635,PLTR US Equity,long,2019-07-19,2022-04-01,"NKE US Equity, TSLA US Equity, MSTR US Equity, PLTR US Equity, AMZN US Equity","{'NKE US Equity': 5, 'TSLA US Equity': 5, 'MSTR US Equity': 3, 'PLTR US Equity': 5, 'AMZN US Equity': 1}",5,96,960000.000000,57986.171446,604.022619,0.060402,8.628637,862863.673279,XAU Curncy_realized_vol_21d is_high AND MSTR US Equity_open_interest_call_pctchg_3d_z_60d is_high,"SIG_02598, SIG_01995"
SETUP_0023,4,1,8.008401,12.489130,20.210508,31.000000,0.000000,0.415520,-0.011183,TSLA US Equity,long,2019-08-14,2022-03-17,"TSLA US Equity, AAPL US Equity, MSTR US Equity, XLRE US Equity, XLC US Equity","{'TSLA US Equity': 21, 'AAPL US Equity': 1, 'MSTR US Equity': 1, 'XLRE US Equity': 1, 'XLC US Equity': 1}",5,119,1190000.000000,27699.286163,232.767111,0.023277,0.813119,81311.919467,BMY US Equity_moneyness_tilt_call3m_minus_moneyness_z_60d is_low AND MSFT US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d z_breakout_pos,"SIG_01689, SIG_02744"
SETUP_0026,4,1,7.291628,14.071589,7.271250,50.000000,0.000000,1.728825,-0.330377,MSTR US Equity,long,2020-04-10,2021-03-17,"MSTR US Equity, PLTR US Equity, XLE US Equity, C US Equity, XLK US Equity","{'MSTR US Equity': 21, 'PLTR US Equity': 5, 'XLE US Equity': 1, 'C US Equity': 1, 'XLK US Equity': 1}",5,221,2210000.000000,183961.247182,832.403833,0.083240,42.195747,4219574.696043,XAU Curncy_realized_vol_21d is_high AND JPM US Equity_turnover_minus_volume_z_60d is_high,"SIG_02598, SIG_01239"
SETUP_0027,4,1,6.366816,11.242008,6.672377,65.000000,0.000000,1.725048,-0.507951,TSLA US Equity,long,2019-11-08,2021-03-16,"TSLA US Equity, MSTR US Equity, C US Equity, PLTR US Equity, AAPL US Equity","{'TSLA US Equity': 21, 'MSTR US Equity': 21, 'C US Equity': 3, 'PLTR US Equity': 1, 'AAPL US Equity': 1}",5,246,2460000.000000,161081.311200,654.802078,0.065480,59.100835,5910083.473394,JPM US Equity_turnover_minus_volume_z_60d is_high AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_01239, SIG_02568"
SETUP_0028,4,1,1.321398,7.510873,3.055147,67.000000,0.000000,1.564552,-0.602491,MSTR US Equity,long,2019-10-28,2021-10-04,"TSLA US Equity, MSTR US Equity, PLTR US Equity, AMD US Equity, XLE US Equity","{'TSLA US Equity': 1, 'MSTR US Equity': 21, 'PLTR US Equity': 1, 'AMD US Equity': 1, 'XLE US Equity': 1}",5,267,2670000.000000,117512.352423,440.121170,0.044012,12.160061,1216006.131734,JPM US Equity_turnover_minus_volume_z_60d is_high AND NKE US Equity_oi_callput_skew_z_60d is_high,"SIG_01239, SIG_01817"
SETUP_0029,5,1,26.673589,28.791156,0.000000,10.000000,0.000000,0.213089,0.000000,PLTR US Equity,long,2021-05-07,2021-05-20,"PLTR US Equity, C US Equity, AMD US Equity, XLE US Equity, BMY US Equity","{'PLTR US Equity': 21, 'C US Equity': 1, 'AMD US Equity': 10, 'XLE US Equity': 1, 'BMY US Equity': 1}",5,50,500000.000000,12563.171796,251.263436,0.025126,0.280623,28062.250490,PLTR US Equity_vs_SPY US Equity_corr_delta_fisher_20_60_z_60d is_low AND RTY Index_vs_SPY US Equity_beta_px_60d_z_120d is_high,"SIG_02807, SIG_02954"
SETUP_0030,5,1,13.584947,16.756276,27.617036,12.000000,0.000000,1.755531,-0.040398,MSTR US Equity,long,2020-05-04,2022-10-24,"XLE US Equity, MSTR US Equity, C US Equity, JPM US Equity, NKE US Equity","{'XLE US Equity': 10, 'MSTR US Equity': 10, 'C US Equity': 10, 'JPM US Equity': 21, 'NKE US Equity': 21}",5,52,520000.000000,45377.623607,872.646608,0.087265,2.243399,224339.867031,XAU Curncy_realized_vol_21d is_high AND AMD US Equity_oi_callput_skew_z_60d z_breakout_pos,"SIG_02598, SIG_01618"
SETUP_0031,5,1,12.479478,16.267112,20.072538,14.000000,0.000000,0.519678,-0.029751,AMD US Equity,long,2020-10-29,2022-10-24,"MSTR US Equity, PLTR US Equity, AMD US Equity, BMY US Equity, GOOGL US Equity","{'MSTR US Equity': 3, 'PLTR US Equity': 3, 'AMD US Equity': 21, 'BMY US Equity': 3, 'GOOGL US Equity': 1}",5,65,650000.000000,26293.284415,404.512068,0.040451,0.741402,74140.191296,AMD US Equity_oi_callput_skew_z_60d z_breakout_pos AND EEM US Equity_oi_callput_skew_z_60d z_breakout_pos,"SIG_01618, SIG_02524"
SETUP_0032,5,1,10.106589,16.846358,10.159102,17.000000,0.000000,1.426508,-0.038251,MSTR US Equity,long,2020-08-12,2022-11-11,"MSTR US Equity, XLK US Equity, XLE US Equity, AAPL US Equity, C US Equity","{'MSTR US Equity': 21, 'XLK US Equity': 3, 'XLE US Equity': 10, 'AAPL US Equity': 1, 'C US Equity': 10}",5,69,690000.000000,37336.064193,541.102380,0.054110,1.911655,191165.537072,JPM US Equity_vs_SPY US Equity_corr_delta_fisher_20_60_z_60d z_breakout_neg AND JPM US Equity_turnover_minus_volume_z_60d is_high,"SIG_02785, SIG_01239"
SETUP_0033,5,1,8.437145,17.070821,39.626820,18.000000,0.000000,0.612797,-0.013967,MSTR US Equity,long,2020-01-09,2022-10-03,"MSTR US Equity, COIN US Equity, PLTR US Equity, GOOGL US Equity, AMZN US Equity","{'MSTR US Equity': 5, 'COIN US Equity': 3, 'PLTR US Equity': 3, 'GOOGL US Equity': 1, 'AMZN US Equity': 1}",5,72,720000.000000,29297.708277,406.912615,0.040691,0.879336,87933.552947,AMD US Equity_oi_callput_skew_z_60d z_breakout_pos AND XLE US Equity_px_trend_5_20_z_60d is_low,"SIG_01618, SIG_00025"
SETUP_0035,5,1,6.458937,12.223689,4.867246,21.000000,0.000000,0.788177,-0.134222,AMD US Equity,long,2021-03-05,2022-11-10,"AMD US Equity, NKE US Equity, JPM US Equity, XLK US Equity, XLE US Equity","{'AMD US Equity': 21, 'NKE US Equity': 21, 'JPM US Equity': 10, 'XLK US Equity': 1, 'XLE US Equity': 3}",5,78,780000.000000,25674.261552,329.157199,0.032916,0.900419,90041.937455,JPM US Equity_turnover_minus_volume_z_60d is_high AND XLK US Equity_turnover_minus_volume_z_60d is_low,"SIG_01239, SIG_00109"
SETUP_0034,5,1,6.278321,12.093388,6.605423,20.000000,0.000000,0.517070,-0.041683,AMD US Equity,long,2021-10-21,2022-11-17,"AMD US Equity, GOOGL US Equity, NKE US Equity, XLE US Equity, C US Equity","{'AMD US Equity': 10, 'GOOGL US Equity': 1, 'NKE US Equity': 1, 'XLE US Equity': 1, 'C US Equity': 1}",5,85,850000.000000,18633.553426,219.218276,0.021922,0.594013,59401.310470,XLP US Equity_px_trend_5_20_z_60d is_high AND EEM US Equity_oi_callput_skew_z_60d z_breakout_pos,"SIG_00402, SIG_02524"
SETUP_0036,5,1,6.118478,11.666364,6.048214,24.000000,0.000000,0.380721,-0.024581,AMD US Equity,long,2020-11-04,2022-11-17,"AMD US Equity, NKE US Equity, GOOGL US Equity, XLRE US Equity, XLK US Equity","{'AMD US Equity': 5, 'NKE US Equity': 1, 'GOOGL US Equity': 1, 'XLRE US Equity': 1, 'XLK US Equity': 1}",5,92,920000.000000,13744.619160,149.398034,0.014940,0.409445,40944.543872,EEM US Equity_oi_callput_skew_z_60d z_breakout_pos AND JPM US Equity_turnover_minus_volume_z_60d is_high,"SIG_02524, SIG_01239"
SETUP_0037,5,1,6.110190,14.593483,7.785802,32.000000,0.000000,0.986601,-0.080672,AMD US Equity,long,2020-06-18,2022-09-29,"TSLA US Equity, AMD US Equity, PLTR US Equity, GOOGL US Equity, C US Equity","{'TSLA US Equity': 5, 'AMD US Equity': 21, 'PLTR US Equity': 5, 'GOOGL US Equity': 5, 'C US Equity': 1}",5,128,1280000.000000,59112.579122,461.817024,0.046182,3.014370,301436.973208,RTY Index_vs_SPY US Equity_beta_px_60d_z_120d is_high AND XLE US Equity_px_trend_5_20_z_60d is_low,"SIG_02954, SIG_00025"
SETUP_0038,5,1,3.113037,10.957241,8.269122,34.000000,0.000000,0.955082,-0.173864,MSTR US Equity,long,2020-11-10,2022-10-24,"MSTR US Equity, AMD US Equity, XLE US Equity, PLTR US Equity, C US Equity","{'MSTR US Equity': 10, 'AMD US Equity': 10, 'XLE US Equity': 3, 'PLTR US Equity': 1, 'C US Equity': 3}",5,170,1700000.000000,73122.603540,430.132962,0.043013,2.963757,296375.675868,JPM US Equity_turnover_minus_volume_z_60d is_high AND XLE US Equity_realized_vol_21d z_breakout_pos,"SIG_01239, SIG_00006"
SETUP_0040,5,1,2.084099,7.667956,2.525329,68.000000,0.000000,1.120288,-0.342449,TSLA US Equity,long,2020-03-04,2022-04-07,"TSLA US Equity, PLTR US Equity, AAPL US Equity, GOOGL US Equity, AMZN US Equity","{'TSLA US Equity': 21, 'PLTR US Equity': 1, 'AAPL US Equity': 1, 'GOOGL US Equity': 1, 'AMZN US Equity': 1}",5,210,2100000.000000,71045.310794,338.311004,0.033831,3.861695,386169.544933,NDX Index_vol90d_regime_z_120d is_high AND XAU Curncy_realized_vol_21d is_high,"SIG_02239, SIG_02598"
SETUP_0039,5,1,1.099686,6.620330,3.146276,48.000000,0.000000,0.880971,-0.119636,TSLA US Equity,long,2020-03-04,2022-11-28,"TSLA US Equity, AAPL US Equity, JPM US Equity, WMT US Equity, C US Equity","{'TSLA US Equity': 21, 'AAPL US Equity': 1, 'JPM US Equity': 1, 'WMT US Equity': 1, 'C US Equity': 1}",5,182,1820000.000000,46187.865792,253.779482,0.025378,1.211953,121195.279800,XAU Curncy_realized_vol_21d is_high AND EEM US Equity_options_total_volume_spike_z_30d is_low,"SIG_02598, SIG_02515"
SETUP_0041,5,1,-2.494927,0.038782,0.987093,79.000000,0.000000,0.726679,-0.224579,PLTR US Equity,long,2020-02-26,2022-12-29,"AMD US Equity, XLE US Equity, MSTR US Equity, PLTR US Equity, XLK US Equity","{'AMD US Equity': 1, 'XLE US Equity': 1, 'MSTR US Equity': 1, 'PLTR US Equity': 1, 'XLK US Equity': 1}",5,325,3250000.000000,973.362793,2.994962,0.000299,-0.092567,-9256.727458,GOOGL US Equity_iv_vs_newsheat_divergence_call3m_z_60d is_high AND XLK US Equity_turnover_minus_volume_z_60d is_low,"SIG_00904, SIG_00109"
SETUP_0043,6,1,16.757793,19.956317,0.000000,17.000000,0.000000,0.688934,0.000000,PLTR US Equity,long,2022-03-09,2022-06-22,"PLTR US Equity, MSTR US Equity, BMY US Equity, GOOGL US Equity, XLRE US Equity","{'PLTR US Equity': 10, 'MSTR US Equity': 10, 'BMY US Equity': 10, 'GOOGL US Equity': 5, 'XLRE US Equity': 10}",5,76,760000.000000,37693.702316,495.969767,0.049597,1.237852,123785.206322,XLRE US Equity_vs_SPY US Equity_corr_px_fisher20_z_60d z_breakout_pos AND NDX Index_vol90d_regime_z_120d is_high,"SIG_02640, SIG_02239"
SETUP_0042,6,1,13.083844,19.077199,219.851827,13.000000,0.000000,0.731476,-0.003638,MSTR US Equity,long,2021-01-29,2023-05-05,"MSTR US Equity, COIN US Equity, PLTR US Equity, XLV US Equity, GOOGL US Equity","{'MSTR US Equity': 3, 'COIN US Equity': 3, 'PLTR US Equity': 3, 'XLV US Equity': 3, 'GOOGL US Equity': 3}",5,60,600000.000000,35929.984467,598.833074,0.059883,1.148336,114833.619488,AMD US Equity_oi_callput_skew_z_60d z_breakout_pos AND XLE US Equity_px_trend_5_20_z_60d is_low,"SIG_01618, SIG_00025"
SETUP_0044,6,1,8.140944,13.308535,12.318573,39.000000,0.000000,0.852178,-0.105523,MSTR US Equity,long,2021-01-29,2023-03-27,"JPM US Equity, MSTR US Equity, XLK US Equity, AMD US Equity, GOOGL US Equity","{'JPM US Equity': 21, 'MSTR US Equity': 10, 'XLK US Equity': 1, 'AMD US Equity': 1, 'GOOGL US Equity': 1}",5,123,1230000.000000,46229.394123,375.848733,0.037585,4.300087,430008.673923,XLE US Equity_px_trend_5_20_z_60d is_low AND XLP US Equity_oi_callput_skew_z_60d is_high,"SIG_00025, SIG_00438"
SETUP_0045,6,1,-1.346401,3.964553,2.248267,67.000000,0.000000,1.576724,-0.651828,MSTR US Equity,long,2020-09-30,2023-01-03,"MSTR US Equity, XLV US Equity, COIN US Equity, WMT US Equity, PLTR US Equity","{'MSTR US Equity': 10, 'XLV US Equity': 5, 'COIN US Equity': 10, 'WMT US Equity': 1, 'PLTR US Equity': 1}",5,258,2580000.000000,80999.168674,313.950266,0.031395,4.071965,407196.469022,NDX Index_vol_turnover_zscore_60d is_low AND NKE US Equity_realized_vol_21d is_high,"SIG_02192, SIG_01757"
